Participant.Name,TOI.Name,AOI.Name,Visit.Interval
101,TOI_01,AOI_70,1.07
101,TOI_01,AOI_71,1.07
101,TOI_04,AOI_96,1.07
101,TOI_04,AOI_53,2.07
101,TOI_04,AOI_34,1.07
101,TOI_04,AOI_80,1.07
101,TOI_04,AOI_91,1.07
101,TOI_05,AOI_21,1.07
101,TOI_05,AOI_79,2.07
101,TOI_05,AOI_30,2.07
101,TOI_06,AOI_50,1.07
101,TOI_06,AOI_66,1.07
101,TOI_06,AOI_63,1.07
101,TOI_06,AOI_38,1.07
101,TOI_06,AOI_19,2.07
101,TOI_07,AOI_27,1.07
101,TOI_07,AOI_63,1.07
101,TOI_07,AOI_17,1.07
101,TOI_07,AOI_66,2.07
101,TOI_07,AOI_33,2.07
101,TOI_07,AOI_90,1.07
101,TOI_07,AOI_60,2.07
101,TOI_07,AOI_17,2.07
101,TOI_07,AOI_79,1.07
101,TOI_08,AOI_78,1.07
101,TOI_08,AOI_88,1.07
101,TOI_08,AOI_15,1.07
101,TOI_09,AOI_92,2.07
101,TOI_09,AOI_27,2.07
101,TOI_09,AOI_72,2.07
101,TOI_09,AOI_69,1.07
101,TOI_09,AOI_07,1.07
101,TOI_10,AOI_61,2.07
101,TOI_10,AOI_82,1.07
101,TOI_10,AOI_56,1.07
101,TOI_10,AOI_42,2.07
101,TOI_10,AOI_94,1.07
101,TOI_10,AOI_65,1.07
102,TOI_02,AOI_36,1.07
102,TOI_01,AOI_95,2.069
102,TOI_05,AOI_44,2.069
102,TOI_07,AOI_73,2.069
102,TOI_08,AOI_16,2.069
102,TOI_09,AOI_48,2.069
102,TOI_09,AOI_25,2.069
102,TOI_01,AOI_90,2.068
102,TOI_07,AOI_39,1.068
102,TOI_09,AOI_04,1.068
102,TOI_01,AOI_77,1.067
102,TOI_03,AOI_100,1.067
102,TOI_03,AOI_86,2.067
102,TOI_06,AOI_14,2.067
102,TOI_06,AOI_13,2.067
102,TOI_02,AOI_36,1.066
102,TOI_09,AOI_85,1.066
102,TOI_10,AOI_91,1.066
102,TOI_01,AOI_12,2.065
102,TOI_03,AOI_09,2.065
102,TOI_06,AOI_35,1.065
102,TOI_08,AOI_06,2.065
102,TOI_09,AOI_94,1.065
102,TOI_10,AOI_45,1.065
102,TOI_05,AOI_09,1.064
102,TOI_05,AOI_39,2.064
102,TOI_10,AOI_45,1.064
102,TOI_02,AOI_48,1.063
102,TOI_06,AOI_26,2.063
102,TOI_07,AOI_45,1.063
102,TOI_08,AOI_41,2.063
102,TOI_08,AOI_61,2.063
102,TOI_09,AOI_97,1.063
102,TOI_10,AOI_51,2.063
102,TOI_01,AOI_33,1.062
102,TOI_01,AOI_60,1.062
102,TOI_07,AOI_38,2.062
102,TOI_07,AOI_32,1.062
102,TOI_03,AOI_60,1.061
102,TOI_05,AOI_98,2.061
102,TOI_06,AOI_99,1.061
102,TOI_07,AOI_81,1.061
102,TOI_09,AOI_62,1.061
101,TOI_01,AOI_31,1.06
101,TOI_01,AOI_97,2.06
101,TOI_01,AOI_86,2.06
101,TOI_02,AOI_16,1.06
101,TOI_03,AOI_55,1.06
101,TOI_03,AOI_46,2.06
101,TOI_03,AOI_79,2.06
101,TOI_03,AOI_91,1.06
101,TOI_03,AOI_18,1.06
101,TOI_04,AOI_55,2.06
101,TOI_04,AOI_14,2.06
101,TOI_04,AOI_88,1.06
101,TOI_04,AOI_14,2.06
101,TOI_05,AOI_21,1.06
101,TOI_05,AOI_07,2.06
101,TOI_05,AOI_58,2.06
101,TOI_05,AOI_63,2.06
101,TOI_05,AOI_35,1.06
101,TOI_05,AOI_99,2.06
101,TOI_06,AOI_68,1.06
101,TOI_06,AOI_33,2.06
101,TOI_06,AOI_28,1.06
101,TOI_06,AOI_22,1.06
101,TOI_06,AOI_01,1.06
101,TOI_07,AOI_82,2.06
101,TOI_07,AOI_53,1.06
101,TOI_07,AOI_88,2.06
101,TOI_07,AOI_20,2.06
101,TOI_07,AOI_58,1.06
101,TOI_07,AOI_80,1.06
101,TOI_07,AOI_18,1.06
101,TOI_08,AOI_87,1.06
101,TOI_08,AOI_04,1.06
101,TOI_08,AOI_76,1.06
101,TOI_08,AOI_24,2.06
101,TOI_08,AOI_66,1.06
101,TOI_08,AOI_42,2.06
101,TOI_09,AOI_70,1.06
101,TOI_09,AOI_65,1.06
101,TOI_09,AOI_47,2.06
101,TOI_09,AOI_99,2.06
101,TOI_09,AOI_76,2.06
101,TOI_09,AOI_55,2.06
101,TOI_09,AOI_77,2.06
101,TOI_10,AOI_91,2.06
101,TOI_10,AOI_08,1.06
102,TOI_04,AOI_94,2.06
102,TOI_04,AOI_85,1.06
102,TOI_05,AOI_53,1.06
102,TOI_08,AOI_45,2.06
102,TOI_05,AOI_59,2.059
102,TOI_09,AOI_89,2.059
102,TOI_10,AOI_90,2.059
102,TOI_02,AOI_13,1.058
102,TOI_05,AOI_06,2.058
102,TOI_07,AOI_87,1.058
102,TOI_09,AOI_19,2.058
102,TOI_10,AOI_19,2.058
102,TOI_01,AOI_70,1.057
102,TOI_05,AOI_33,2.057
102,TOI_05,AOI_14,2.057
102,TOI_07,AOI_75,1.057
102,TOI_09,AOI_28,2.057
102,TOI_03,AOI_94,1.055
102,TOI_06,AOI_09,2.055
102,TOI_09,AOI_33,2.055
102,TOI_10,AOI_33,1.055
102,TOI_04,AOI_98,2.054
102,TOI_06,AOI_26,1.054
102,TOI_06,AOI_98,2.054
102,TOI_02,AOI_34,1.053
102,TOI_04,AOI_100,1.053
102,TOI_05,AOI_47,1.053
102,TOI_08,AOI_47,1.053
102,TOI_08,AOI_01,1.053
102,TOI_08,AOI_54,1.053
102,TOI_01,AOI_39,2.052
102,TOI_03,AOI_45,2.052
102,TOI_07,AOI_85,1.052
102,TOI_10,AOI_25,1.052
102,TOI_03,AOI_36,1.051
102,TOI_08,AOI_33,2.051
102,TOI_09,AOI_87,1.051
101,TOI_01,AOI_60,1.05
101,TOI_01,AOI_21,1.05
101,TOI_01,AOI_01,1.05
101,TOI_02,AOI_72,2.05
101,TOI_03,AOI_88,2.05
101,TOI_03,AOI_08,1.05
101,TOI_03,AOI_37,1.05
101,TOI_03,AOI_35,2.05
101,TOI_03,AOI_80,2.05
101,TOI_04,AOI_27,2.05
101,TOI_04,AOI_24,1.05
101,TOI_04,AOI_61,2.05
101,TOI_05,AOI_71,2.05
101,TOI_05,AOI_39,1.05
101,TOI_05,AOI_42,1.05
101,TOI_05,AOI_14,2.05
101,TOI_05,AOI_01,2.05
101,TOI_05,AOI_08,1.05
101,TOI_05,AOI_52,2.05
101,TOI_05,AOI_40,2.05
101,TOI_05,AOI_03,1.05
101,TOI_07,AOI_32,1.05
101,TOI_07,AOI_73,2.05
101,TOI_07,AOI_21,1.05
101,TOI_07,AOI_21,2.05
101,TOI_07,AOI_87,1.05
101,TOI_07,AOI_93,2.05
101,TOI_07,AOI_22,1.05
101,TOI_08,AOI_89,2.05
101,TOI_08,AOI_39,1.05
101,TOI_08,AOI_10,2.05
101,TOI_08,AOI_01,2.05
101,TOI_08,AOI_52,2.05
101,TOI_09,AOI_62,2.05
101,TOI_10,AOI_07,2.05
101,TOI_10,AOI_60,2.05
101,TOI_10,AOI_100,2.05
102,TOI_04,AOI_48,1.05
102,TOI_05,AOI_02,2.05
102,TOI_06,AOI_09,1.05
102,TOI_08,AOI_64,1.05
102,TOI_02,AOI_20,2.049
102,TOI_07,AOI_45,2.049
102,TOI_07,AOI_03,2.049
102,TOI_10,AOI_96,1.049
102,TOI_03,AOI_54,2.048
102,TOI_07,AOI_19,1.048
102,TOI_07,AOI_22,1.048
102,TOI_09,AOI_12,2.048
102,TOI_02,AOI_94,2.047
102,TOI_03,AOI_16,1.047
102,TOI_04,AOI_21,2.047
102,TOI_04,AOI_77,2.047
102,TOI_05,AOI_35,2.047
102,TOI_06,AOI_90,2.047
102,TOI_06,AOI_21,2.047
102,TOI_08,AOI_46,2.047
102,TOI_08,AOI_91,2.047
102,TOI_01,AOI_89,2.046
102,TOI_01,AOI_56,2.046
102,TOI_06,AOI_89,2.046
102,TOI_07,AOI_37,2.046
102,TOI_08,AOI_77,2.046
102,TOI_08,AOI_27,1.046
102,TOI_04,AOI_81,2.045
102,TOI_06,AOI_10,1.045
102,TOI_07,AOI_49,1.045
102,TOI_08,AOI_42,1.045
102,TOI_09,AOI_65,1.045
102,TOI_03,AOI_04,2.044
102,TOI_05,AOI_70,2.044
102,TOI_05,AOI_88,2.044
102,TOI_05,AOI_37,1.044
102,TOI_07,AOI_25,1.044
102,TOI_10,AOI_14,1.044
102,TOI_10,AOI_25,2.044
102,TOI_01,AOI_67,1.043
102,TOI_03,AOI_49,2.043
102,TOI_07,AOI_01,1.043
102,TOI_09,AOI_54,2.043
102,TOI_10,AOI_12,2.043
102,TOI_03,AOI_58,2.042
102,TOI_03,AOI_47,2.042
102,TOI_05,AOI_94,2.042
102,TOI_06,AOI_82,1.042
102,TOI_07,AOI_19,1.042
102,TOI_07,AOI_71,1.042
102,TOI_08,AOI_82,2.042
102,TOI_10,AOI_17,1.042
102,TOI_02,AOI_48,1.041
102,TOI_06,AOI_36,1.041
102,TOI_07,AOI_73,2.041
102,TOI_08,AOI_82,1.041
102,TOI_09,AOI_08,2.041
102,TOI_10,AOI_78,1.041
101,TOI_01,AOI_10,2.04
101,TOI_01,AOI_94,1.04
101,TOI_01,AOI_80,2.04
101,TOI_02,AOI_62,2.04
101,TOI_02,AOI_19,2.04
101,TOI_02,AOI_09,2.04
101,TOI_03,AOI_23,2.04
101,TOI_03,AOI_39,1.04
101,TOI_04,AOI_51,2.04
101,TOI_04,AOI_73,1.04
101,TOI_04,AOI_19,1.04
101,TOI_04,AOI_41,2.04
101,TOI_04,AOI_17,1.04
101,TOI_04,AOI_21,2.04
101,TOI_04,AOI_71,1.04
101,TOI_04,AOI_77,1.04
101,TOI_04,AOI_90,1.04
101,TOI_04,AOI_16,2.04
101,TOI_04,AOI_23,2.04
101,TOI_04,AOI_02,2.04
101,TOI_05,AOI_04,2.04
101,TOI_05,AOI_49,2.04
101,TOI_05,AOI_28,1.04
101,TOI_05,AOI_09,1.04
101,TOI_05,AOI_35,2.04
101,TOI_05,AOI_29,2.04
101,TOI_05,AOI_71,1.04
101,TOI_06,AOI_89,2.04
101,TOI_06,AOI_01,2.04
101,TOI_06,AOI_46,2.04
101,TOI_06,AOI_03,1.04
101,TOI_06,AOI_100,1.04
101,TOI_07,AOI_88,1.04
101,TOI_07,AOI_14,1.04
101,TOI_07,AOI_27,2.04
101,TOI_07,AOI_11,1.04
101,TOI_07,AOI_42,1.04
101,TOI_08,AOI_90,1.04
101,TOI_08,AOI_68,2.04
101,TOI_08,AOI_38,1.04
101,TOI_08,AOI_82,1.04
101,TOI_08,AOI_18,1.04
101,TOI_08,AOI_76,2.04
101,TOI_08,AOI_92,2.04
101,TOI_08,AOI_55,2.04
101,TOI_09,AOI_88,2.04
101,TOI_09,AOI_51,2.04
101,TOI_09,AOI_50,1.04
101,TOI_09,AOI_98,1.04
101,TOI_10,AOI_44,2.04
101,TOI_10,AOI_51,1.04
101,TOI_10,AOI_92,2.04
102,TOI_01,AOI_52,2.04
102,TOI_01,AOI_06,1.04
102,TOI_03,AOI_27,2.04
102,TOI_05,AOI_40,1.04
102,TOI_05,AOI_42,2.04
102,TOI_06,AOI_18,1.04
102,TOI_07,AOI_17,1.04
102,TOI_09,AOI_29,1.04
102,TOI_02,AOI_18,1.039
102,TOI_08,AOI_04,2.039
102,TOI_08,AOI_88,1.039
102,TOI_09,AOI_39,2.039
102,TOI_02,AOI_50,2.038
102,TOI_02,AOI_20,1.038
102,TOI_03,AOI_49,1.038
102,TOI_04,AOI_71,2.038
102,TOI_05,AOI_04,2.038
102,TOI_10,AOI_42,2.038
102,TOI_10,AOI_05,1.038
102,TOI_06,AOI_13,2.037
102,TOI_06,AOI_17,1.037
102,TOI_07,AOI_79,2.037
102,TOI_07,AOI_66,1.037
102,TOI_08,AOI_89,2.037
102,TOI_08,AOI_07,2.037
102,TOI_09,AOI_68,1.037
102,TOI_04,AOI_89,2.036
102,TOI_04,AOI_36,1.036
102,TOI_05,AOI_54,1.036
102,TOI_06,AOI_02,2.036
102,TOI_07,AOI_26,2.036
102,TOI_07,AOI_45,1.035
102,TOI_08,AOI_78,1.035
102,TOI_08,AOI_72,2.035
102,TOI_10,AOI_90,1.035
102,TOI_01,AOI_18,2.034
102,TOI_01,AOI_57,1.034
102,TOI_01,AOI_80,1.034
102,TOI_02,AOI_27,2.034
102,TOI_05,AOI_26,1.034
102,TOI_06,AOI_89,1.034
102,TOI_07,AOI_57,1.034
102,TOI_08,AOI_86,1.034
102,TOI_09,AOI_99,1.034
102,TOI_10,AOI_55,2.034
102,TOI_10,AOI_12,2.034
102,TOI_04,AOI_69,2.033
102,TOI_06,AOI_51,2.033
102,TOI_07,AOI_76,2.033
102,TOI_08,AOI_55,1.033
102,TOI_05,AOI_40,2.032
102,TOI_06,AOI_96,1.032
102,TOI_07,AOI_58,1.032
102,TOI_07,AOI_98,1.032
102,TOI_09,AOI_13,1.032
102,TOI_10,AOI_75,2.032
102,TOI_01,AOI_70,1.031
102,TOI_05,AOI_37,1.031
102,TOI_07,AOI_90,2.031
102,TOI_08,AOI_07,1.031
102,TOI_09,AOI_53,2.031
102,TOI_10,AOI_62,1.031
102,TOI_10,AOI_54,1.031
101,TOI_01,AOI_53,1.03
101,TOI_01,AOI_69,2.03
101,TOI_01,AOI_59,2.03
101,TOI_01,AOI_39,2.03
101,TOI_01,AOI_36,2.03
101,TOI_01,AOI_26,1.03
101,TOI_01,AOI_63,1.03
101,TOI_01,AOI_30,2.03
101,TOI_02,AOI_69,2.03
101,TOI_03,AOI_80,2.03
101,TOI_03,AOI_22,1.03
101,TOI_03,AOI_33,2.03
101,TOI_03,AOI_76,2.03
101,TOI_03,AOI_26,1.03
101,TOI_03,AOI_15,1.03
101,TOI_03,AOI_12,1.03
101,TOI_03,AOI_46,1.03
101,TOI_04,AOI_62,1.03
101,TOI_04,AOI_57,2.03
101,TOI_04,AOI_67,1.03
101,TOI_04,AOI_01,2.03
101,TOI_04,AOI_33,1.03
101,TOI_04,AOI_58,1.03
101,TOI_04,AOI_80,2.03
101,TOI_04,AOI_42,2.03
101,TOI_04,AOI_97,2.03
101,TOI_04,AOI_79,2.03
101,TOI_04,AOI_05,2.03
101,TOI_05,AOI_59,1.03
101,TOI_05,AOI_28,2.03
101,TOI_05,AOI_36,1.03
101,TOI_05,AOI_66,2.03
101,TOI_05,AOI_93,2.03
101,TOI_05,AOI_100,1.03
101,TOI_05,AOI_40,2.03
101,TOI_05,AOI_87,2.03
101,TOI_05,AOI_87,1.03
101,TOI_05,AOI_15,2.03
101,TOI_05,AOI_31,1.03
101,TOI_05,AOI_85,1.03
101,TOI_05,AOI_43,2.03
101,TOI_05,AOI_51,2.03
101,TOI_05,AOI_23,2.03
101,TOI_05,AOI_06,2.03
101,TOI_05,AOI_37,2.03
101,TOI_05,AOI_66,2.03
101,TOI_06,AOI_53,1.03
101,TOI_06,AOI_52,1.03
101,TOI_06,AOI_82,2.03
101,TOI_06,AOI_63,2.03
101,TOI_06,AOI_22,2.03
101,TOI_06,AOI_69,1.03
101,TOI_07,AOI_90,2.03
101,TOI_07,AOI_84,1.03
101,TOI_07,AOI_48,1.03
101,TOI_07,AOI_07,2.03
101,TOI_07,AOI_86,1.03
101,TOI_07,AOI_15,1.03
101,TOI_07,AOI_56,2.03
101,TOI_07,AOI_38,1.03
101,TOI_07,AOI_68,2.03
101,TOI_07,AOI_45,1.03
101,TOI_07,AOI_48,2.03
101,TOI_07,AOI_94,2.03
101,TOI_07,AOI_61,1.03
101,TOI_08,AOI_30,1.03
101,TOI_08,AOI_96,1.03
101,TOI_08,AOI_54,2.03
101,TOI_09,AOI_82,1.03
101,TOI_09,AOI_60,2.03
101,TOI_09,AOI_79,1.03
101,TOI_09,AOI_100,1.03
101,TOI_09,AOI_17,1.03
101,TOI_09,AOI_84,1.03
101,TOI_09,AOI_36,2.03
101,TOI_09,AOI_02,2.03
101,TOI_09,AOI_71,2.03
101,TOI_09,AOI_23,2.03
101,TOI_09,AOI_90,2.03
101,TOI_09,AOI_22,2.03
101,TOI_10,AOI_47,1.03
101,TOI_10,AOI_88,2.03
101,TOI_10,AOI_14,1.03
101,TOI_10,AOI_96,2.03
101,TOI_10,AOI_07,1.03
101,TOI_10,AOI_10,1.03
102,TOI_03,AOI_02,1.03
102,TOI_05,AOI_82,1.03
102,TOI_05,AOI_97,2.03
102,TOI_07,AOI_70,1.03
102,TOI_08,AOI_05,1.03
102,TOI_08,AOI_22,2.03
102,TOI_10,AOI_09,2.03
102,TOI_10,AOI_72,2.03
102,TOI_01,AOI_29,1.029
102,TOI_01,AOI_96,2.029
102,TOI_05,AOI_45,2.029
102,TOI_06,AOI_91,1.029
102,TOI_07,AOI_23,2.029
102,TOI_03,AOI_26,2.028
102,TOI_04,AOI_11,2.028
102,TOI_05,AOI_97,1.028
102,TOI_06,AOI_56,2.028
102,TOI_06,AOI_56,2.028
102,TOI_07,AOI_90,2.028
102,TOI_07,AOI_88,1.028
102,TOI_08,AOI_36,2.028
102,TOI_09,AOI_05,1.028
102,TOI_02,AOI_75,2.027
102,TOI_03,AOI_52,1.027
102,TOI_03,AOI_74,1.027
102,TOI_05,AOI_56,2.027
102,TOI_05,AOI_11,1.027
102,TOI_07,AOI_04,1.027
102,TOI_09,AOI_35,1.027
102,TOI_01,AOI_31,2.026
102,TOI_03,AOI_13,1.026
102,TOI_04,AOI_46,2.026
102,TOI_06,AOI_61,2.026
102,TOI_07,AOI_06,2.026
102,TOI_07,AOI_30,2.026
102,TOI_10,AOI_72,2.026
102,TOI_10,AOI_61,2.026
102,TOI_04,AOI_61,2.025
102,TOI_04,AOI_58,2.025
102,TOI_05,AOI_66,1.025
102,TOI_05,AOI_17,2.025
102,TOI_07,AOI_32,2.025
102,TOI_07,AOI_35,1.025
102,TOI_09,AOI_65,2.025
102,TOI_10,AOI_53,2.025
102,TOI_10,AOI_22,1.025
102,TOI_02,AOI_89,2.024
102,TOI_03,AOI_70,2.024
102,TOI_06,AOI_36,2.024
102,TOI_06,AOI_62,1.024
102,TOI_06,AOI_100,2.024
102,TOI_06,AOI_12,2.024
102,TOI_07,AOI_71,1.024
102,TOI_09,AOI_69,2.024
102,TOI_10,AOI_22,1.024
102,TOI_10,AOI_56,2.024
102,TOI_01,AOI_99,1.023
102,TOI_02,AOI_54,2.023
102,TOI_03,AOI_56,1.023
102,TOI_05,AOI_29,1.023
102,TOI_05,AOI_22,2.023
102,TOI_07,AOI_09,2.023
102,TOI_01,AOI_25,1.022
102,TOI_02,AOI_73,2.022
102,TOI_02,AOI_97,1.022
102,TOI_05,AOI_93,1.022
102,TOI_05,AOI_94,1.022
102,TOI_07,AOI_15,2.022
102,TOI_07,AOI_53,1.022
102,TOI_08,AOI_75,1.022
102,TOI_08,AOI_07,1.022
102,TOI_08,AOI_63,1.022
102,TOI_10,AOI_68,1.022
102,TOI_03,AOI_42,1.021
102,TOI_06,AOI_42,2.021
102,TOI_06,AOI_87,1.021
102,TOI_06,AOI_89,1.021
102,TOI_07,AOI_71,2.021
102,TOI_09,AOI_23,1.021
102,TOI_10,AOI_78,2.021
101,TOI_01,AOI_82,2.02
101,TOI_01,AOI_60,2.02
101,TOI_01,AOI_65,1.02
101,TOI_01,AOI_66,2.02
101,TOI_01,AOI_77,1.02
101,TOI_01,AOI_61,1.02
101,TOI_01,AOI_77,1.02
101,TOI_01,AOI_87,1.02
101,TOI_01,AOI_10,2.02
101,TOI_01,AOI_05,1.02
101,TOI_01,AOI_86,1.02
101,TOI_01,AOI_66,1.02
101,TOI_01,AOI_32,2.02
101,TOI_01,AOI_34,2.02
101,TOI_02,AOI_14,2.02
101,TOI_02,AOI_81,2.02
101,TOI_02,AOI_66,2.02
101,TOI_02,AOI_57,1.02
101,TOI_02,AOI_53,1.02
101,TOI_03,AOI_69,2.02
101,TOI_03,AOI_34,1.02
101,TOI_03,AOI_44,1.02
101,TOI_03,AOI_71,2.02
101,TOI_03,AOI_48,1.02
101,TOI_03,AOI_11,2.02
101,TOI_03,AOI_11,1.02
101,TOI_03,AOI_70,2.02
101,TOI_03,AOI_93,2.02
101,TOI_04,AOI_47,1.02
101,TOI_04,AOI_53,2.02
101,TOI_04,AOI_51,1.02
101,TOI_04,AOI_27,1.02
101,TOI_04,AOI_73,1.02
101,TOI_04,AOI_36,2.02
101,TOI_04,AOI_28,1.02
101,TOI_05,AOI_46,1.02
101,TOI_05,AOI_33,1.02
101,TOI_05,AOI_18,1.02
101,TOI_05,AOI_71,1.02
101,TOI_05,AOI_69,2.02
101,TOI_05,AOI_42,2.02
101,TOI_05,AOI_79,1.02
101,TOI_05,AOI_23,1.02
101,TOI_05,AOI_46,2.02
101,TOI_05,AOI_48,2.02
101,TOI_05,AOI_96,1.02
101,TOI_05,AOI_94,2.02
101,TOI_05,AOI_94,1.02
101,TOI_06,AOI_51,2.02
101,TOI_06,AOI_23,2.02
101,TOI_06,AOI_15,2.02
101,TOI_06,AOI_15,1.02
101,TOI_06,AOI_07,1.02
101,TOI_06,AOI_72,1.02
101,TOI_06,AOI_20,1.02
101,TOI_06,AOI_53,2.02
101,TOI_06,AOI_22,1.02
101,TOI_06,AOI_96,1.02
101,TOI_06,AOI_27,2.02
101,TOI_06,AOI_36,2.02
101,TOI_06,AOI_37,2.02
101,TOI_07,AOI_46,1.02
101,TOI_07,AOI_13,1.02
101,TOI_07,AOI_56,1.02
101,TOI_07,AOI_34,2.02
101,TOI_07,AOI_71,2.02
101,TOI_07,AOI_96,2.02
101,TOI_07,AOI_46,2.02
101,TOI_07,AOI_89,2.02
101,TOI_07,AOI_94,2.02
101,TOI_07,AOI_76,2.02
101,TOI_07,AOI_92,2.02
101,TOI_07,AOI_19,2.02
101,TOI_07,AOI_67,2.02
101,TOI_07,AOI_27,1.02
101,TOI_07,AOI_30,1.02
101,TOI_07,AOI_96,1.02
101,TOI_07,AOI_67,1.02
101,TOI_07,AOI_53,1.02
101,TOI_07,AOI_02,1.02
101,TOI_07,AOI_84,2.02
101,TOI_07,AOI_82,2.02
101,TOI_07,AOI_21,1.02
101,TOI_07,AOI_44,1.02
101,TOI_07,AOI_62,2.02
101,TOI_08,AOI_87,2.02
101,TOI_08,AOI_87,1.02
101,TOI_08,AOI_50,1.02
101,TOI_08,AOI_07,1.02
101,TOI_08,AOI_26,1.02
101,TOI_08,AOI_52,2.02
101,TOI_08,AOI_05,2.02
101,TOI_08,AOI_07,1.02
101,TOI_08,AOI_46,2.02
101,TOI_08,AOI_71,1.02
101,TOI_08,AOI_39,2.02
101,TOI_09,AOI_91,2.02
101,TOI_09,AOI_94,1.02
101,TOI_09,AOI_75,2.02
101,TOI_10,AOI_81,1.02
101,TOI_10,AOI_98,2.02
101,TOI_10,AOI_54,1.02
101,TOI_10,AOI_08,1.02
101,TOI_10,AOI_23,2.02
101,TOI_10,AOI_57,1.02
101,TOI_10,AOI_96,1.02
101,TOI_10,AOI_08,1.02
101,TOI_10,AOI_96,2.02
101,TOI_10,AOI_44,2.02
101,TOI_10,AOI_18,1.02
101,TOI_10,AOI_23,1.02
101,TOI_10,AOI_42,1.02
101,TOI_10,AOI_59,1.02
101,TOI_10,AOI_35,2.02
102,TOI_04,AOI_62,1.02
102,TOI_05,AOI_59,2.02
102,TOI_06,AOI_17,1.02
102,TOI_07,AOI_48,1.02
102,TOI_07,AOI_19,2.02
102,TOI_07,AOI_31,2.02
102,TOI_07,AOI_02,2.02
102,TOI_08,AOI_12,1.02
102,TOI_10,AOI_02,2.02
102,TOI_10,AOI_40,2.02
102,TOI_10,AOI_22,2.02
102,TOI_01,AOI_01,1.019
102,TOI_01,AOI_86,1.019
102,TOI_03,AOI_54,2.019
102,TOI_05,AOI_04,2.019
102,TOI_05,AOI_61,1.019
102,TOI_05,AOI_21,1.019
102,TOI_07,AOI_31,2.019
102,TOI_07,AOI_07,2.019
102,TOI_07,AOI_43,1.019
102,TOI_08,AOI_29,2.019
102,TOI_10,AOI_09,1.019
102,TOI_10,AOI_49,2.019
102,TOI_01,AOI_43,2.018
102,TOI_02,AOI_68,2.018
102,TOI_02,AOI_70,2.018
102,TOI_04,AOI_61,2.018
102,TOI_07,AOI_74,1.018
102,TOI_09,AOI_91,1.018
102,TOI_10,AOI_24,1.018
102,TOI_04,AOI_25,1.017
102,TOI_04,AOI_79,1.017
102,TOI_05,AOI_51,1.017
102,TOI_05,AOI_99,2.017
102,TOI_05,AOI_75,1.017
102,TOI_05,AOI_13,1.017
102,TOI_05,AOI_35,2.017
102,TOI_05,AOI_80,1.017
102,TOI_05,AOI_10,1.017
102,TOI_07,AOI_74,2.017
102,TOI_07,AOI_81,1.017
102,TOI_07,AOI_88,1.017
102,TOI_09,AOI_57,2.017
102,TOI_10,AOI_57,2.017
102,TOI_02,AOI_01,1.016
102,TOI_06,AOI_37,2.016
102,TOI_06,AOI_47,2.016
102,TOI_07,AOI_16,1.016
102,TOI_07,AOI_88,2.016
102,TOI_09,AOI_05,1.016
102,TOI_09,AOI_24,1.016
102,TOI_09,AOI_12,1.016
102,TOI_09,AOI_95,2.016
102,TOI_10,AOI_02,1.016
102,TOI_01,AOI_72,2.015
102,TOI_01,AOI_79,1.015
102,TOI_01,AOI_13,2.015
102,TOI_01,AOI_68,2.015
102,TOI_02,AOI_90,1.015
102,TOI_04,AOI_73,2.015
102,TOI_05,AOI_36,1.015
102,TOI_05,AOI_19,2.015
102,TOI_05,AOI_92,1.015
102,TOI_05,AOI_72,2.015
102,TOI_06,AOI_39,1.015
102,TOI_07,AOI_74,1.015
102,TOI_07,AOI_57,1.015
102,TOI_08,AOI_44,1.015
102,TOI_08,AOI_16,2.015
102,TOI_09,AOI_50,1.015
102,TOI_01,AOI_12,2.014
102,TOI_01,AOI_04,1.014
102,TOI_02,AOI_93,2.014
102,TOI_05,AOI_31,1.014
102,TOI_05,AOI_46,1.014
102,TOI_06,AOI_55,1.014
102,TOI_07,AOI_47,2.014
102,TOI_07,AOI_33,1.014
102,TOI_07,AOI_28,1.014
102,TOI_07,AOI_66,2.014
102,TOI_09,AOI_67,1.014
102,TOI_09,AOI_63,1.014
102,TOI_09,AOI_10,2.014
102,TOI_10,AOI_65,1.014
102,TOI_10,AOI_96,1.014
102,TOI_10,AOI_79,2.014
102,TOI_01,AOI_77,1.013
102,TOI_01,AOI_16,2.013
102,TOI_03,AOI_16,2.013
102,TOI_05,AOI_42,1.013
102,TOI_05,AOI_90,1.013
102,TOI_05,AOI_96,2.013
102,TOI_05,AOI_96,2.013
102,TOI_06,AOI_20,2.013
102,TOI_06,AOI_66,1.013
102,TOI_07,AOI_77,1.013
102,TOI_07,AOI_22,2.013
102,TOI_07,AOI_74,2.013
102,TOI_07,AOI_91,2.013
102,TOI_07,AOI_83,2.013
102,TOI_08,AOI_43,2.013
102,TOI_09,AOI_87,2.013
102,TOI_09,AOI_55,2.013
102,TOI_09,AOI_76,1.013
102,TOI_09,AOI_70,2.013
102,TOI_09,AOI_30,2.013
102,TOI_10,AOI_48,1.013
102,TOI_10,AOI_13,2.013
102,TOI_01,AOI_97,1.012
102,TOI_01,AOI_08,2.012
102,TOI_01,AOI_77,2.012
102,TOI_01,AOI_57,2.012
102,TOI_02,AOI_19,2.012
102,TOI_03,AOI_59,2.012
102,TOI_07,AOI_12,2.012
102,TOI_08,AOI_16,1.012
102,TOI_08,AOI_08,1.012
102,TOI_09,AOI_58,1.012
102,TOI_09,AOI_82,1.012
102,TOI_10,AOI_86,2.012
102,TOI_10,AOI_09,2.012
102,TOI_01,AOI_74,1.011
